Episode,Task_ID,R_req,optimal_set_size,optimal_set_probability_mass
15,103,0.99,7,0.4852725400123745
15,106,0.9,7,0.4433690144214779
15,110,0.9999,2,0.33249056339263916
15,119,0.9999,1,0.20650896430015564
15,122,0.99,7,0.4476609257981181
15,124,0.9,7,0.4474906292743981
15,125,0.999,5,0.43791617173701525
15,135,0.999,6,0.4833031361922622
15,142,0.99,7,0.24772942927666008
15,145,0.9,7,0.4450301672331989
15,146,0.999,5,0.4351457264274359
15,154,0.9999,5,0.5374344438314438
15,155,0.999,7,0.4863146236166358
15,156,0.99,7,0.44361741095781326
15,163,0.9,7,0.4421110830735415
15,167,0.9999,1,0.08419914543628693
15,170,0.999,6,0.445920686237514
15,178,0.9,7,0.5355142212938517
15,179,0.99,7,0.4833840394858271
15,186,0.9,7,0.4375981001649052
15,187,0.9999,7,0.5518759570550174
15,195,0.99,7,0.445491939317435
15,197,0.999,6,0.44337028078734875
15,199,0.9,7,0.5303502867463976
15,200,0.9999,1,0.2039586454629898
16,1,0.99,7,0.23814129270613194
16,3,0.9999,7,0.5502560143359005
16,4,0.9,7,0.47971548163332045
16,5,0.999,7,0.5460036280564964
16,15,0.999,7,0.4467385101597756
16,17,0.99,7,0.44312479835934937
16,18,0.9,7,0.48023094120435417
16,24,0.9,7,0.4448437357787043
16,25,0.9999,3,0.37063243985176086
16,33,0.99,7,0.4813494957052171
16,42,0.99,7,0.48389921500347555
16,46,0.9999,2,0.20067118853330612
16,47,0.9,7,0.482579093426466
16,48,0.999,7,0.44252410694025457
16,55,0.99,7,0.4785282320808619
16,60,0.999,7,0.44665830791927874
16,64,0.99,7,0.44514130521565676
16,68,0.99,7,0.5418298149015754
16,73,0.9999,6,0.4735578200779855
16,74,0.9,7,0.5311409644782543
16,75,0.999,7,0.5451968377456069
16,87,0.9999,3,0.37032974511384964
16,93,0.999,6,0.43539159768261015
16,96,0.9,7,0.4791600853204727
16,98,0.9999,7,0.5444936202839017
16,103,0.99,7,0.44538536202162504
16,106,0.9,7,0.48298129392787814
16,110,0.9999,5,0.4338456401601434
16,119,0.9999,1,0.16971464455127716
16,122,0.99,7,0.5445294361561537
16,124,0.9,7,0.4813370986375958
16,125,0.999,6,0.5309212217107415
16,135,0.999,7,0.48661303287371993
16,142,0.99,7,0.2424517620820552
16,145,0.9,7,0.4820610065944493
16,146,0.999,6,0.5335927160922438
16,154,0.9999,4,0.4241425134241581
16,155,0.999,7,0.4477022457867861
16,156,0.99,7,0.4453754751011729
16,163,0.9,7,0.5328207616694272
16,167,0.9999,2,0.20060493052005768
16,170,0.999,7,0.4484519432298839
16,178,0.9,7,0.44350208435207605
16,179,0.99,7,0.44684250885620713
16,186,0.9,7,0.4461209529545158
16,187,0.9999,7,0.45439156610518694
16,195,0.99,7,0.48431806010194123
16,197,0.999,7,0.5486609821673483
16,199,0.9,7,0.4376855364535004
16,200,0.9999,2,0.20035280287265778
17,1,0.99,7,0.5379540000576526
17,3,0.9999,3,0.42976031824946404
17,4,0.9,7,0.47971548163332045
17,5,0.999,7,0.5460036280564964
17,15,0.999,7,0.4855614649131894
17,17,0.99,7,0.5410772538743913
17,18,0.9,7,0.5348314521834254
17,24,0.9,7,0.48263938073068857
17,25,0.9999,1,0.04520633444190025
17,33,0.99,7,0.44275953667238355
17,42,0.99,7,0.44586777384392917
17,46,0.9999,1,0.04492538794875145
17,47,0.9,7,0.482579093426466
17,48,0.999,4,0.3765665711835027
17,55,0.99,7,0.439497274113819
17,60,0.999,4,0.3809840567409992
17,64,0.99,7,0.44629946257919073
17,68,0.99,7,0.44563642446883023
17,73,0.9999,4,0.42322505731135607
17,74,0.9,7,0.5303664342500269
17,75,0.999,4,0.44045338965952396
17,87,0.9999,1,0.04567751660943031
17,93,0.999,6,0.47117178584448993
17,96,0.9,7,0.4791600853204727
17,98,0.9999,5,0.5291609708219767
17,103,0.99,6,0.439861475257203
17,106,0.9,7,0.4444343699142337
17,110,0.9999,1,0.1555725485086441
17,119,0.9999,1,0.16263560950756073
17,122,0.99,7,0.4483650701586157
17,124,0.9,7,0.45195256150327623
17,125,0.999,7,0.4927725207526237
17,135,0.999,2,0.20879845693707466
17,142,0.99,7,0.2394386730156839
17,145,0.9,7,0.44266214151866734
17,146,0.999,2,0.20010968670248985
17,154,0.9999,1,0.15877582132816315
17,155,0.999,4,0.38554007932543755
17,156,0.99,7,0.44806551467627287
17,163,0.9,7,0.48030803143046796
17,167,0.9999,1,0.15779899060726166
17,170,0.999,4,0.38139672949910164
17,178,0.9,7,0.5318481144495308
17,179,0.99,7,0.4833840394858271
17,186,0.9,7,0.4385357291903347
17,187,0.9999,2,0.2017333060503006
17,195,0.99,7,0.48431806010194123
17,197,0.999,3,0.36823298409581184
17,199,0.9,7,0.5328043100889772
17,200,0.9999,1,0.16860070824623108
18,1,0.99,7,0.5379540000576526
18,3,0.9999,7,0.5488465616945177
18,4,0.9,7,0.47971548163332045
18,5,0.999,7,0.23581656138412654
18,15,0.999,7,0.5497153946198523
18,17,0.99,7,0.5411616151686758
18,18,0.9,7,0.44030484394170344
18,24,0.9,7,0.4455331957433373
18,25,0.9999,2,0.13581828027963638
18,33,0.99,7,0.48732668231241405
18,42,0.99,7,0.4499136107042432
18,46,0.9999,1,0.1961650252342224
18,47,0.9,7,0.4882904088590294
18,48,0.999,7,0.5442408316303045
18,55,0.99,7,0.5406886141281575
18,60,0.999,6,0.4435269320383668
18,64,0.99,7,0.5450346430297941
18,68,0.99,7,0.4433441434521228
18,73,0.9999,2,0.33616888523101807
18,74,0.9,7,0.47435742733068764
18,75,0.999,6,0.4398737531155348
18,87,0.9999,2,0.13762694597244263
18,93,0.999,4,0.4251571483910084
18,96,0.9,7,0.4791600853204727
18,98,0.9999,7,0.5444936202839017
18,103,0.99,7,0.4459841512143612
18,106,0.9,7,0.44859301554970443
18,110,0.9999,2,0.3304370641708374
18,119,0.9999,1,0.20456399023532867
18,122,0.99,7,0.5434210326056927
18,124,0.9,7,0.4813370986375958
18,125,0.999,4,0.4208851382136345
18,135,0.999,7,0.4864289832767099
18,142,0.99,7,0.24488143855705857
18,145,0.9,7,0.44472456630319357
18,146,0.999,4,0.42274749651551247
18,154,0.9999,1,0.15514512360095978
18,155,0.999,5,0.4362181695178151
18,156,0.99,7,0.4469258792232722
18,163,0.9,7,0.445523883914575
18,167,0.9999,1,0.20083649456501007
18,170,0.999,7,0.49645132664591074
18,178,0.9,7,0.47814026032574475
18,179,0.99,7,0.44448205176740885
18,186,0.9,7,0.4414184419438243
18,187,0.9999,4,0.4238036461174488
18,195,0.99,7,0.4456711949314922
18,197,0.999,7,0.545691360719502
18,199,0.9,7,0.5328043100889772
18,200,0.9999,1,0.19797784090042114
19,1,0.99,7,0.23814129270613194
19,3,0.9999,7,0.5502560143359005
19,4,0.9,7,0.47971548163332045
19,5,0.999,7,0.5460036280564964
19,15,0.999,7,0.5497153946198523
19,17,0.99,7,0.5410772538743913
19,18,0.9,7,0.4370721741579473
19,24,0.9,7,0.4451210487168282
19,25,0.9999,1,0.16693583130836487
19,33,0.99,7,0.4463444009888917
19,42,0.99,7,0.48175804037600756
19,46,0.9999,1,0.05426744744181633
19,47,0.9,7,0.482579093426466
19,48,0.999,7,0.5442408316303045
19,55,0.99,7,0.44191503105685115
19,60,0.999,6,0.4387269720900804
19,64,0.99,7,0.44745592563413084
19,68,0.99,7,0.4472143892198801
19,73,0.9999,1,0.20270487666130066
19,74,0.9,7,0.5311409644782543
19,75,0.999,7,0.5451968377456069
19,87,0.9999,1,0.17191357910633087
19,93,0.999,2,0.24386245012283325
19,96,0.9,7,0.44091653544455767
19,98,0.9999,7,0.5444936202839017
19,103,0.99,7,0.4852725400123745
19,106,0.9,7,0.539318566210568
19,110,0.9999,2,0.21187927573919296
19,119,0.9999,1,0.050704509019851685
19,122,0.99,7,0.489577499916777
19,124,0.9,7,0.44740064069628716
19,125,0.999,5,0.3849326050840318
19,135,0.999,4,0.41201943974010646
19,142,0.99,7,0.5357975729275495
19,145,0.9,7,0.4820610065944493
19,146,0.999,5,0.38424320495687425
19,154,0.9999,1,0.17611637711524963
19,155,0.999,5,0.4252719869837165
19,156,0.99,7,0.48316055024042726
19,163,0.9,7,0.4386714342981577
19,167,0.9999,1,0.05295991152524948
19,170,0.999,7,0.44900138303637505
19,178,0.9,7,0.44384345482103527
19,179,0.99,7,0.44784878101199865
19,186,0.9,7,0.47527901572175324
19,187,0.9999,5,0.39139973232522607
19,195,0.99,7,0.4455537833273411
19,197,0.999,5,0.3829475345555693
19,199,0.9,7,0.44267049711197615
19,200,0.9999,1,0.051521945744752884
20,1,0.99,7,0.5379540000576526
20,3,0.9999,7,0.5485748506616801
20,4,0.9,7,0.47971548163332045
20,5,0.999,7,0.23284928128123283
20,15,0.999,7,0.44666134961880744
20,17,0.99,7,0.5410772538743913
20,18,0.9,7,0.5348314521834254
20,24,0.9,7,0.4454002727288753
20,25,0.9999,1,0.01525843795388937
20,33,0.99,7,0.44653113512322307
20,42,0.99,7,0.48465466825291514
20,46,0.9999,1,0.17478570342063904
20,47,0.9,7,0.4436700362712145
20,48,0.999,7,0.4439878521952778
20,55,0.99,7,0.5394368162378669
20,60,0.999,7,0.4450144392903894
20,64,0.99,7,0.445881811901927
20,68,0.99,7,0.44524161564186215
20,73,0.9999,2,0.18002130277454853
20,74,0.9,7,0.44070760696195066
20,75,0.999,7,0.44628326199017465
20,87,0.9999,1,0.015541376546025276
20,93,0.999,6,0.4340447294525802
20,96,0.9,7,0.43980063823983073
20,98,0.9999,7,0.5378185722511262
20,103,0.99,7,0.44598531536757946
20,106,0.9,7,0.4444400416687131
20,110,0.9999,2,0.17878925520926714
20,119,0.9999,1,0.16650812327861786
20,122,0.99,7,0.4506551662925631
20,124,0.9,7,0.4813370986375958
20,125,0.999,7,0.5471398057416081
20,135,0.999,7,0.4461061467882246
20,142,0.99,7,0.5357975729275495
20,145,0.9,7,0.4820610065944493
20,146,0.999,6,0.47392190038226545
20,154,0.9999,1,0.16900457441806793
20,155,0.999,7,0.4484574072994292
20,156,0.99,7,0.4461671649478376
20,163,0.9,7,0.44300568220205605
20,167,0.9999,1,0.17061111330986023
20,170,0.999,7,0.4902820747811347
20,178,0.9,7,0.5355142212938517
20,179,0.99,7,0.4833840394858271
20,186,0.9,7,0.5340349527541548
20,187,0.9999,7,0.5518759570550174
20,195,0.99,7,0.45290331169962883
20,197,0.999,7,0.5439943072851747
20,199,0.9,7,0.4751199872698635
20,200,0.9999,1,0.015400451608002186
