Episode,Task_ID,state,R_req,raw_logits,masked_logits,probabilities,greedy_action,sampled_action,executed_action,sampling_mode
13,5,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3128516674041748, 0.3108275234699249, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.5179276466369629, 0.02222222276031971, 0.6666666865348816]",0.999,"[-2.2500200271606445, -2.1708202362060547, -1.8801742792129517, -1.8949545621871948, -1.682661533355713, -1.416566252708435, -1.527327537536621, -1.3624924421310425, -0.5100580453872681, -1.3118914365768433, -0.446813702583313, -0.21171295642852783, -0.390844464302063, -0.3439629375934601, -0.7156868577003479, -0.205683171749115, 0.11865435540676117, -0.057826846837997437, 0.4876413345336914, 1.3414461612701416, 1.8359864950180054, 1.3029850721359253, 1.0999923944473267, 1.354995846748352, 1.1757367849349976, 2.488837718963623, 2.411226272583008, 2.648420810699463]","[-2.2500200271606445, -2.1708202362060547, -1.8801742792129517, -1.8949545621871948, -1.682661533355713, -1.416566252708435, -1.527327537536621, -1.3624924421310425, -0.5100580453872681, -1.3118914365768433, -0.446813702583313, -0.21171295642852783, -0.390844464302063, -0.3439629375934601, -0.7156868577003479, -0.205683171749115, 0.11865435540676117, -0.057826846837997437, 0.4876413345336914, 1.3414461612701416, 1.8359864950180054, 1.3029850721359253, 1.0999923944473267, 1.354995846748352, 1.1757367849349976, 2.488837718963623, 2.411226272583008, 2.648420810699463]","[0.0014771143905818462, 0.0015988589730113745, 0.0021381399128586054, 0.002106769708916545, 0.0026050424203276634, 0.0033992137759923935, 0.003042814554646611, 0.003588082268834114, 0.008415309712290764, 0.003774315118789673, 0.0089647201821208, 0.011340695433318615, 0.009480776265263557, 0.009935831651091576, 0.006851199548691511, 0.011409282684326172, 0.015780339017510414, 0.0132273118942976, 0.022822612896561623, 0.053600408136844635, 0.08789096027612686, 0.051578015089035034, 0.04210232198238373, 0.054331619292497635, 0.04541521891951561, 0.1688394397497177, 0.15623116493225098, 0.1980523318052292]",27,,27,greedy_no_sampling
13,6,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25532427430152893, 0.2482665777206421, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.27783748507499695, 0.8444444537162781, 0.3333333432674408]",0.99,"[-2.3978829383850098, -2.3318562507629395, -2.0418872833251953, -2.0759754180908203, -1.8535517454147339, -1.5798007249832153, -1.6891556978225708, -1.561939001083374, -0.7374646663665771, -1.5079039335250854, -0.6639392971992493, -0.416994571685791, -0.5866451263427734, -0.5807139277458191, -0.9441274404525757, -0.4369562268257141, -0.10024924576282501, -0.26683229207992554, 0.23404693603515625, 1.09651517868042, 1.6252845525741577, 1.085479974746704, 0.8499716520309448, 1.1295560598373413, 0.9561402797698975, 2.2892723083496094, 2.2248992919921875, 2.4517035484313965]","[-2.3978829383850098, -2.3318562507629395, -2.0418872833251953, -2.0759754180908203, -1.8535517454147339, -1.5798007249832153, -1.6891556978225708, -1.561939001083374, -0.7374646663665771, -1.5079039335250854, -0.6639392971992493, -0.416994571685791, -0.5866451263427734, -0.5807139277458191, -0.9441274404525757, -0.4369562268257141, -0.10024924576282501, -0.26683229207992554, 0.23404693603515625, 1.09651517868042, 1.6252845525741577, 1.085479974746704, 0.8499716520309448, 1.1295560598373413, 0.9561402797698975, 2.2892723083496094, 2.2248992919921875, 2.4517035484313965]","[0.0015685788821429014, 0.0016756425611674786, 0.0022393055260181427, 0.0021642581559717655, 0.0027033754158765078, 0.0035546349827200174, 0.0031864182092249393, 0.0036186978686600924, 0.008253095671534538, 0.003819612320512533, 0.008882773108780384, 0.01137091126292944, 0.009596590884029865, 0.00965367816388607, 0.006712190806865692, 0.011146180331707, 0.015608313493430614, 0.013213256374001503, 0.021804140880703926, 0.05165402963757515, 0.08764876425266266, 0.0510871484875679, 0.0403674878180027, 0.053389232605695724, 0.044889021664857864, 0.1702597588300705, 0.1596449613571167, 0.20028804242610931]",27,,27,greedy_no_sampling
13,7,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25219017267227173, 0.24507266283035278, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.41715526580810547, 0.5777778029441833, 0.0]",0.9,"[-2.183760643005371, -2.1134495735168457, -1.8048561811447144, -1.8460413217544556, -1.6116565465927124, -1.3248858451843262, -1.4446738958358765, -1.3066632747650146, -0.4564857482910156, -1.2488290071487427, -0.38378292322158813, -0.13300690054893494, -0.30752629041671753, -0.3002999722957611, -0.6691803932189941, -0.15217456221580505, 0.1813233494758606, 0.017657533288002014, 0.5122572183609009, 1.368019461631775, 1.8777971267700195, 1.355786681175232, 1.1260600090026855, 1.3850146532058716, 1.233243703842163, 2.504509449005127, 2.4519705772399902, 2.6634316444396973]","[-2.183760643005371, -2.1134495735168457, -1.8048561811447144, -1.8460413217544556, -1.6116565465927124, -1.3248858451843262, -1.4446738958358765, -1.3066632747650146, -0.4564857482910156, -1.2488290071487427, -0.38378292322158813, -0.13300690054893494, -0.30752629041671753, -0.3002999722957611, -0.6691803932189941, -0.15217456221580505, 0.1813233494758606, 0.017657533288002014, 0.5122572183609009, 1.368019461631775, 1.8777971267700195, 1.355786681175232, 1.1260600090026855, 1.3850146532058716, 1.233243703842163, 2.504509449005127, 2.4519705772399902, 2.6634316444396973]","[0.0015262126689776778, 0.0016373847611248493, 0.0022293133661150932, 0.002139364369213581, 0.002704435493797064, 0.0036026297602802515, 0.0031959230545908213, 0.003668881021440029, 0.008585409261286259, 0.0038873241282999516, 0.009232844226062298, 0.011864409781992435, 0.00996444746851921, 0.010036717168986797, 0.006940470077097416, 0.011639161966741085, 0.016246430575847626, 0.013793637044727802, 0.022619379684329033, 0.05322719365358353, 0.08861907571554184, 0.05258004367351532, 0.04178803041577339, 0.054139528423547745, 0.046515874564647675, 0.16584596037864685, 0.15735752880573273, 0.19441238045692444]",27,,27,greedy_no_sampling
13,8,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5411455631256104, 0.5154933333396912, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.24252745509147644, 0.3777777850627899, 1.0]",0.9999,"[-2.5121660232543945, -2.439281940460205, -2.1771955490112305, -2.182527542114258, -1.9864360094070435, -1.801885724067688, -1.8879245519638062, -1.6850978136062622, -0.8759541511535645, -1.641616702079773, -0.8086615204811096, -0.656687319278717, -0.8156540393829346, -0.7123187780380249, -1.0686525106430054, -0.5758626461029053, -0.3326677083969116, -0.4914788007736206, 0.11400185525417328, 0.9744212627410889, 1.4143444299697876, 0.8657317161560059, 0.7293006181716919, 0.9185292720794678, 0.7344470024108887, 2.1105618476867676, 2.0326433181762695, 2.298241138458252]","[-2.5121660232543945, -2.439281940460205, -2.1771955490112305, -2.182527542114258, -1.9864360094070435, -1.801885724067688, -1.8879245519638062, -1.6850978136062622, -0.8759541511535645, -1.641616702079773, -0.8086615204811096, -0.656687319278717, -0.8156540393829346, -0.7123187780380249, -1.0686525106430054, -0.5758626461029053, -0.3326677083969116, -0.4914788007736206, 0.11400185525417328, 0.9744212627410889, 1.4143444299697876, 0.8657317161560059, 0.7293006181716919, 0.9185292720794678, 0.7344470024108887, 2.1105618476867676, 2.0326433181762695, 2.298241138458252]","[0.0016705240122973919, 0.0017968254396691918, 0.0023352240677922964, 0.0023228060454130173, 0.002826014766469598, 0.003398784203454852, 0.0031185827683657408, 0.0038198293186724186, 0.008579273708164692, 0.0039895824156701565, 0.009176463820040226, 0.010682598687708378, 0.009112521074712276, 0.010104536078870296, 0.007075589150190353, 0.011581867933273315, 0.014770553447306156, 0.012601608410477638, 0.023087818175554276, 0.0545831173658371, 0.08474509418010712, 0.048961542546749115, 0.04271730035543442, 0.05161605030298233, 0.04293770715594292, 0.17001135647296906, 0.1572672575712204, 0.2051096111536026]",27,,27,greedy_no_sampling
13,9,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5366979837417603, 0.5105319023132324, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.5459528565406799, 0.42222222685813904, 0.0]",0.9,"[-2.112161636352539, -2.038768768310547, -1.7256678342819214, -1.7657289505004883, -1.5302711725234985, -1.3232332468032837, -1.4417774677276611, -1.217398762702942, -0.35720813274383545, -1.159199833869934, -0.2865062654018402, -0.13267627358436584, -0.3021366596221924, -0.19966864585876465, -0.5710111856460571, -0.05157935619354248, 0.1801183521747589, 0.022961527109146118, 0.6146447658538818, 1.4668951034545898, 1.8702960014343262, 1.3557535409927368, 1.2270387411117554, 1.3727161884307861, 1.2334321737289429, 2.4878201484680176, 2.4446821212768555, 2.682577133178711]","[-2.112161636352539, -2.038768768310547, -1.7256678342819214, -1.7657289505004883, -1.5302711725234985, -1.3232332468032837, -1.4417774677276611, -1.217398762702942, -0.35720813274383545, -1.159199833869934, -0.2865062654018402, -0.13267627358436584, -0.3021366596221924, -0.19966864585876465, -0.5710111856460571, -0.05157935619354248, 0.1801183521747589, 0.022961527109146118, 0.6146447658538818, 1.4668951034545898, 1.8702960014343262, 1.3557535409927368, 1.2270387411117554, 1.3727161884307861, 1.2334321737289429, 2.4878201484680176, 2.4446821212768555, 2.682577133178711]","[0.001611329847946763, 0.0017340377671644092, 0.0023715731222182512, 0.00227844319306314, 0.0028833430260419846, 0.0035465958062559366, 0.0031501315534114838, 0.003942530602216721, 0.009318606927990913, 0.004178789909929037, 0.010001301765441895, 0.011664441786706448, 0.009846191853284836, 0.010908613912761211, 0.007524846121668816, 0.012649806216359138, 0.01594810001552105, 0.013628770597279072, 0.02462756074965, 0.05774960294365883, 0.08644577860832214, 0.05167504400014877, 0.04543397203087807, 0.05255906656384468, 0.04572538286447525, 0.1602991223335266, 0.15353114902973175, 0.19476594030857086]",27,,27,greedy_no_sampling
13,10,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.542313814163208, 0.5014033317565918, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.4421493709087372, 0.13333334028720856, 0.6666666865348816]",0.999,"[-2.3022279739379883, -2.2254390716552734, -1.9372719526290894, -1.9534190893173218, -1.741361141204834, -1.5404497385025024, -1.6395883560180664, -1.4254190921783447, -0.5778471231460571, -1.375426173210144, -0.513247013092041, -0.3542041778564453, -0.5185011625289917, -0.4125850200653076, -0.7836300134658813, -0.27393001317977905, -0.0285293310880661, -0.18909016251564026, 0.41964155435562134, 1.278558373451233, 1.7002581357955933, 1.1720527410507202, 1.0348163843154907, 1.2057533264160156, 1.0419182777404785, 2.3597230911254883, 2.2972445487976074, 2.5444679260253906]","[-2.3022279739379883, -2.2254390716552734, -1.9372719526290894, -1.9534190893173218, -1.741361141204834, -1.5404497385025024, -1.6395883560180664, -1.4254190921783447, -0.5778471231460571, -1.375426173210144, -0.513247013092041, -0.3542041778564453, -0.5185011625289917, -0.4125850200653076, -0.7836300134658813, -0.27393001317977905, -0.0285293310880661, -0.18909016251564026, 0.41964155435562134, 1.278558373451233, 1.7002581357955933, 1.1720527410507202, 1.0348163843154907, 1.2057533264160156, 1.0419182777404785, 2.3597230911254883, 2.2972445487976074, 2.5444679260253906]","[0.0015683826059103012, 0.0016935617895796895, 0.0022591776214540005, 0.0022229913156479597, 0.0027481054421514273, 0.003359604626893997, 0.003042515367269516, 0.003769166301935911, 0.008797133341431618, 0.003962387330830097, 0.009384186007082462, 0.011001908220350742, 0.009335008449852467, 0.010377997532486916, 0.007160952780395746, 0.011921492405235767, 0.015237255953252316, 0.012977052479982376, 0.023853106424212456, 0.05630769953131676, 0.08584395051002502, 0.050618935376405716, 0.04412776976823807, 0.05235389247536659, 0.044442277401685715, 0.1660013645887375, 0.15594719350337982, 0.19968494772911072]",27,,27,greedy_no_sampling
13,11,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5347564220428467, 0.48845431208610535, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.07807666808366776, 0.7777777910232544, 1.0]",0.9999,"[-2.6338353157043457, -2.5673675537109375, -2.31451416015625, -2.3237504959106445, -2.130340099334717, -1.9566529989242554, -2.0322093963623047, -1.844774842262268, -1.062632441520691, -1.802571415901184, -0.9919049739837646, -0.8488573431968689, -0.9938102960586548, -0.9043053388595581, -1.2506933212280273, -0.7679694294929504, -0.5318238735198975, -0.6784252524375916, -0.09212943911552429, 0.7666000723838806, 1.214046835899353, 0.6666361689567566, 0.5205509662628174, 0.716384768486023, 0.5356287360191345, 1.9260835647583008, 1.8563283681869507, 2.1161584854125977]","[-2.6338353157043457, -2.5673675537109375, -2.31451416015625, -2.3237504959106445, -2.130340099334717, -1.9566529989242554, -2.0322093963623047, -1.844774842262268, -1.062632441520691, -1.802571415901184, -0.9919049739837646, -0.8488573431968689, -0.9938102960586548, -0.9043053388595581, -1.2506933212280273, -0.7679694294929504, -0.5318238735198975, -0.6784252524375916, -0.09212943911552429, 0.7666000723838806, 1.214046835899353, 0.6666361689567566, 0.5205509662628174, 0.716384768486023, 0.5356287360191345, 1.9260835647583008, 1.8563283681869507, 2.1161584854125977]","[0.0017859762301668525, 0.0019087200053036213, 0.002457848284393549, 0.00243525137193501, 0.0029548867605626583, 0.003515379037708044, 0.003259556135162711, 0.00393151817843318, 0.008594890125095844, 0.004100993275642395, 0.009224800392985344, 0.010643432848155499, 0.009207241237163544, 0.010069338604807854, 0.007121419999748468, 0.01154013630002737, 0.014613949693739414, 0.012621165253221989, 0.02268425188958645, 0.053538475185632706, 0.08375093340873718, 0.04844536632299423, 0.04186086729168892, 0.0509164072573185, 0.04249681904911995, 0.170695960521698, 0.15919484198093414, 0.20642949640750885]",27,,27,greedy_no_sampling
13,12,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5493784546852112, 0.4921407699584961, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.7258930802345276, 0.4000000059604645, 0.6666666865348816]",0.999,"[-2.295231819152832, -2.2188706398010254, -1.9287859201431274, -1.9488986730575562, -1.734985113143921, -1.5340288877487183, -1.6328351497650146, -1.4199086427688599, -0.574211597442627, -1.367972731590271, -0.5095294117927551, -0.34976816177368164, -0.5089654922485352, -0.40818506479263306, -0.7786304950714111, -0.26992785930633545, -0.02426224946975708, -0.18175005912780762, 0.4228092432022095, 1.27785325050354, 1.6975020170211792, 1.180103063583374, 1.037118673324585, 1.2071653604507446, 1.0499444007873535, 2.3552088737487793, 2.301666259765625, 2.5408668518066406]","[-2.295231819152832, -2.2188706398010254, -1.9287859201431274, -1.9488986730575562, -1.734985113143921, -1.5340288877487183, -1.6328351497650146, -1.4199086427688599, -0.574211597442627, -1.367972731590271, -0.5095294117927551, -0.34976816177368164, -0.5089654922485352, -0.40818506479263306, -0.7786304950714111, -0.26992785930633545, -0.02426224946975708, -0.18175005912780762, 0.4228092432022095, 1.27785325050354, 1.6975020170211792, 1.180103063583374, 1.037118673324585, 1.2071653604507446, 1.0499444007873535, 2.3552088737487793, 2.301666259765625, 2.5408668518066406]","[0.0015784063143655658, 0.0017036566277965903, 0.0022770066279917955, 0.002231666585430503, 0.002763953758403659, 0.003379130968824029, 0.0030612158589065075, 0.003787624416872859, 0.008823652751743793, 0.003989534918218851, 0.009413249790668488, 0.01104391273111105, 0.009418558329343796, 0.010417243465781212, 0.007192343007773161, 0.011961815878748894, 0.015292849391698837, 0.013064485974609852, 0.023913823068141937, 0.05623283237218857, 0.08555415272712708, 0.05099617317318916, 0.04420182853937149, 0.05239509418606758, 0.044772401452064514, 0.16515035927295685, 0.15654034912586212, 0.19884276390075684]",27,,27,greedy_no_sampling
13,13,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3984593152999878, 0.2755438983440399, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.3625127971172333, 0.20000000298023224, 0.6666666865348816]",0.999,"[-2.340953826904297, -2.2659735679626465, -1.9801362752914429, -1.99698007106781, -1.785422921180725, -1.5472891330718994, -1.6212438344955444, -1.4729084968566895, -0.6299147605895996, -1.423578143119812, -0.5642994046211243, -0.3591918349266052, -0.4963887333869934, -0.4655514359474182, -0.8356145024299622, -0.32668337225914, -0.031569987535476685, -0.16521194577217102, 0.36623719334602356, 1.2283858060836792, 1.7044196128845215, 1.2026630640029907, 0.9829302430152893, 1.2120038270950317, 1.0735948085784912, 2.370297908782959, 2.332648754119873, 2.531337261199951]","[-2.340953826904297, -2.2659735679626465, -1.9801362752914429, -1.99698007106781, -1.785422921180725, -1.5472891330718994, -1.6212438344955444, -1.4729084968566895, -0.6299147605895996, -1.423578143119812, -0.5642994046211243, -0.3591918349266052, -0.4963887333869934, -0.4655514359474182, -0.8356145024299622, -0.32668337225914, -0.031569987535476685, -0.16521194577217102, 0.36623719334602356, 1.2283858060836792, 1.7044196128845215, 1.2026630640029907, 0.9829302430152893, 1.2120038270950317, 1.0735948085784912, 2.370297908782959, 2.332648754119873, 2.531337261199951]","[0.0015095954295247793, 0.001627136836759746, 0.0021655168384313583, 0.0021293468307703733, 0.0026310228276997805, 0.0033384482376277447, 0.0031004634220153093, 0.0035962332040071487, 0.008355172351002693, 0.0037780848797410727, 0.008921786211431026, 0.01095289271324873, 0.009548717178404331, 0.009847761131823063, 0.006801757495850325, 0.011314806528389454, 0.015198937617242336, 0.013297599740326405, 0.022624483332037926, 0.05358028784394264, 0.08624698966741562, 0.052219636738300323, 0.04191843420267105, 0.05270969122648239, 0.045896563678979874, 0.16785380244255066, 0.16165173053741455, 0.19718310236930847]",27,,27,greedy_no_sampling
13,14,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031754167284816504, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.07092101871967316, 0.24444444477558136, 0.0]",0.9,"[-2.190530776977539, -2.1203465461730957, -1.8148506879806519, -1.8518309593200684, -1.6221157312393188, -1.2651959657669067, -1.3787708282470703, -1.3113718032836914, -0.4584166407585144, -1.2579909563064575, -0.38991981744766235, -0.057666659355163574, -0.23402613401412964, -0.30261915922164917, -0.6744976043701172, -0.1584286093711853, 0.2589969336986542, 0.09600593149662018, 0.5122801661491394, 1.371071219444275, 1.9639315605163574, 1.435754656791687, 1.1258885860443115, 1.4717499017715454, 1.3155423402786255, 2.591618061065674, 2.5318751335144043, 2.711287498474121]","[-2.190530776977539, -2.1203465461730957, -1.8148506879806519, -1.8518309593200684, -1.6221157312393188, -1.2651959657669067, -1.3787708282470703, -1.3113718032836914, -0.4584166407585144, -1.2579909563064575, -0.38991981744766235, -0.057666659355163574, -0.23402613401412964, -0.30261915922164917, -0.6744976043701172, -0.1584286093711853, 0.2589969336986542, 0.09600593149662018, 0.5122801661491394, 1.371071219444275, 1.9639315605163574, 1.435754656791687, 1.1258885860443115, 1.4717499017715454, 1.3155423402786255, 2.591618061065674, 2.5318751335144043, 2.711287498474121]","[0.0014256214490160346, 0.0015292724128812551, 0.0020756779704242945, 0.0020003211684525013, 0.0025168873835355043, 0.003596434136852622, 0.003210310824215412, 0.003434140933677554, 0.008058455772697926, 0.0036224396899342537, 0.008629778400063515, 0.012030821293592453, 0.0100856376811862, 0.009417027235031128, 0.00649245735257864, 0.010877647437155247, 0.01651279628276825, 0.014029250480234623, 0.021272577345371246, 0.050209783017635345, 0.09083731472492218, 0.05356486141681671, 0.03929224610328674, 0.05552806332707405, 0.04749768599867821, 0.17016297578811646, 0.16029466688632965, 0.19179481267929077]",27,,27,greedy_no_sampling
13,15,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.015983939170837402, 0.04444444552063942, 0.6666666865348816]",0.999,"[-2.3778748512268066, -2.3050384521484375, -2.0254244804382324, -2.0399723052978516, -1.8317339420318604, -1.4910900592803955, -1.587933897972107, -1.5218452215194702, -0.6878826022148132, -1.4762377738952637, -0.6222371459007263, -0.2934567928314209, -0.46788811683654785, -0.5263108611106873, -0.8939965963363647, -0.38840794563293457, 0.03436030447483063, -0.13465741276741028, 0.30027320981025696, 1.1634823083877563, 1.7721285820007324, 1.2262696027755737, 0.9145218133926392, 1.286146640777588, 1.1001875400543213, 2.4421229362487793, 2.358487129211426, 2.567352294921875]","[-2.3778748512268066, -2.3050384521484375, -2.0254244804382324, -2.0399723052978516, -1.8317339420318604, -1.4910900592803955, -1.587933897972107, -1.5218452215194702, -0.6878826022148132, -1.4762377738952637, -0.6222371459007263, -0.2934567928314209, -0.46788811683654785, -0.5263108611106873, -0.8939965963363647, -0.38840794563293457, 0.03436030447483063, -0.13465741276741028, 0.30027320981025696, 1.1634823083877563, 1.7721285820007324, 1.2262696027755737, 0.9145218133926392, 1.286146640777588, 1.1001875400543213, 2.4421229362487793, 2.358487129211426, 2.567352294921875]","[0.001414801925420761, 0.0015216966858133674, 0.00201262510381639, 0.0019835575949400663, 0.0024427652824670076, 0.0034341677092015743, 0.003117184853181243, 0.003330155508592725, 0.007667431607842445, 0.0034855525009334087, 0.008187652565538883, 0.0113748824223876, 0.009554156102240086, 0.009011968038976192, 0.006239298265427351, 0.01034451462328434, 0.015787599608302116, 0.013332531787455082, 0.020596837624907494, 0.04883008822798729, 0.08974684774875641, 0.05199429392814636, 0.038068462163209915, 0.055202651768922806, 0.04583517834544182, 0.17538566887378693, 0.16131380200386047, 0.19878357648849487]",27,,27,greedy_no_sampling
13,16,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.15503337979316711, 0.04444444552063942, 0.3333333432674408]",0.99,"[-2.238417148590088, -2.1648402214050293, -1.8662999868392944, -1.8924940824508667, -1.6712263822555542, -1.315472960472107, -1.4265434741973877, -1.3547612428665161, -0.4989713430404663, -1.3039628267288208, -0.43377017974853516, -0.0990895926952362, -0.27894115447998047, -0.33826732635498047, -0.7131860852241516, -0.19764381647109985, 0.22706399857997894, 0.0551973432302475, 0.48777955770492554, 1.3492494821548462, 1.945680022239685, 1.4119151830673218, 1.102560043334961, 1.4605602025985718, 1.2886027097702026, 2.5885424613952637, 2.5162129402160645, 2.7103118896484375]","[-2.238417148590088, -2.1648402214050293, -1.8662999868392944, -1.8924940824508667, -1.6712263822555542, -1.315472960472107, -1.4265434741973877, -1.3547612428665161, -0.4989713430404663, -1.3039628267288208, -0.43377017974853516, -0.0990895926952362, -0.27894115447998047, -0.33826732635498047, -0.7131860852241516, -0.19764381647109985, 0.22706399857997894, 0.0551973432302475, 0.48777955770492554, 1.3492494821548462, 1.945680022239685, 1.4119151830673218, 1.102560043334961, 1.4605602025985718, 1.2886027097702026, 2.5885424613952637, 2.5162129402160645, 2.7103118896484375]","[0.0013800199376419187, 0.001485386397689581, 0.002002136781811714, 0.0019503735238686204, 0.002433398040011525, 0.003473080927506089, 0.003107976634055376, 0.003339275950565934, 0.007858091033995152, 0.0035132882185280323, 0.008387519977986813, 0.011721508577466011, 0.009792081080377102, 0.009228050708770752, 0.0063428557477891445, 0.010621406137943268, 0.0162416510283947, 0.013676956295967102, 0.021079368889331818, 0.04988721013069153, 0.09057652950286865, 0.053113456815481186, 0.038981031626462936, 0.05576103553175926, 0.04695162549614906, 0.1722690612077713, 0.16024887561798096, 0.19457681477069855]",27,,27,greedy_no_sampling
